Timestamp,Track_ID,Class
2026-04-14 18:15:28,5,bus
2026-04-14 18:15:39,10,car
2026-04-14 22:09:18,5,bus
2026-04-14 22:09:22,8,car
2026-04-14 22:09:36,10,car
